gene_id	chr_id	transcript_length	gene_group
Ec-12_004660	chr_12	1343	SBG-female
Ec-12_004670	chr_12	1352	
Ec-12_004690	chr_12	2706	
Ec-12_004700	chr_12	7766	
Ec-12_004710	chr_12	1818	
Ec-12_004720	chr_12	2216	
Ec-12_004730	chr_12	4063	SBG-male
Ec-12_004740	chr_12	3529	
Ec-12_004750	chr_12	1845	
Ec-12_004760	chr_12	2320	
Ec-12_004770	chr_12	3618	SBG-male
Ec-12_004780	chr_12	453	
Ec-12_004790	chr_12	3244	
Ec-12_004800	chr_12	2104	GBG-sporophyte
Ec-12_004810	chr_12	1128	GBG-sporophyte
Ec-12_004820	chr_12	4679	
Ec-12_004830	chr_12	1566	
Ec-12_004840	chr_12	2644	
Ec-12_004850	chr_12	738	
Ec-12_004860	chr_12	2637	
Ec-12_004870	chr_12	3544	
Ec-12_004880	chr_12	1437	
Ec-12_004890	chr_12	2336	
Ec-12_004900	chr_12	1772	
Ec-12_004910	chr_12	4312	
Ec-12_004930	chr_12	6612	
Ec-12_004940	chr_12	558	
Ec-12_004950	chr_12	2080	
Ec-12_004980	chr_12	4035	
Ec-12_004990	chr_12	2004	
Ec-12_005000	chr_12	3798	
Ec-12_005020	chr_12	1864	
Ec-12_005030	chr_12	2618	
Ec-12_005040	chr_12	2793	
Ec-12_005050	chr_12	2213	
Ec-12_005060	chr_12	1381	
Ec-12_005070	chr_12	4336	
Ec-12_005080	chr_12	1676	
Ec-12_005090	chr_12	8051	
Ec-12_005100	chr_12	2429	SBG-female
Ec-12_005110	chr_12	2364	
Ec-12_005120	chr_12	1593	
Ec-12_005130	chr_12	2298	
Ec-12_005140	chr_12	4417	SBG-male
Ec-12_005150	chr_12	7008	
Ec-12_005160	chr_12	4070	
Ec-12_005170	chr_12	2457	
Ec-12_005180	chr_12	3201	
Ec-12_005190	chr_12	652	
Ec-12_005200	chr_12	3062	
Ec-12_005210	chr_12	2181	
Ec-12_005220	chr_12	2463	
Ec-12_005230	chr_12	2259	
Ec-12_005240	chr_12	2107	
Ec-12_005250	chr_12	4023	
Ec-12_005260	chr_12	1569	SBG-male
Ec-12_005260	chr_12	1569	GBG-gametophyte
Ec-12_005270	chr_12	1444	
Ec-12_005280	chr_12	1131	
Ec-12_005290	chr_12	1634	
Ec-12_005300	chr_12	288	
Ec-12_005310	chr_12	210	
Ec-12_005320	chr_12	3003	
Ec-12_005330	chr_12	2131	
Ec-12_005340	chr_12	10703	GBG-sporophyte
Ec-12_005360	chr_12	2352	SBG-male
Ec-12_005360	chr_12	2352	GBG-gametophyte
Ec-12_005370	chr_12	1825	
Ec-12_005380	chr_12	2602	
Ec-12_005390	chr_12	1183	
Ec-12_005400	chr_12	591	
Ec-12_005410	chr_12	2846	
Ec-12_005420	chr_12	2377	
Ec-12_005430	chr_12	3443	
Ec-12_005450	chr_12	3835	
Ec-12_005460	chr_12	5641	
Ec-12_005470	chr_12	2740	
Ec-12_005480	chr_12	728	
Ec-12_005490	chr_12	4769	
Ec-12_005500	chr_12	540	
Ec-12_005510	chr_12	2871	
Ec-12_005520	chr_12	2878	
Ec-12_005530	chr_12	1218	
Ec-12_005540	chr_12	1919	
Ec-12_005550	chr_12	2084	
Ec-12_005560	chr_12	1956	
Ec-12_005570	chr_12	4479	
Ec-12_005580	chr_12	1122	
Ec-12_005590	chr_12	4599	
Ec-12_005600	chr_12	3939	
Ec-12_005610	chr_12	930	
Ec-12_005620	chr_12	2829	
Ec-12_005630	chr_12	4677	
Ec-12_005640	chr_12	1350	
Ec-12_005650	chr_12	3767	
Ec-12_005660	chr_12	1391	
Ec-12_005670	chr_12	2632	
Ec-12_005680	chr_12	4152	
Ec-12_005690	chr_12	1909	
Ec-12_005700	chr_12	820	
Ec-12_005710	chr_12	3328	
Ec-12_005720	chr_12	1831	
Ec-12_005730	chr_12	8396	
Ec-12_005740	chr_12	3104	
Ec-12_005750	chr_12	1539	
Ec-12_005760	chr_12	3400	
Ec-12_005770	chr_12	1073	
Ec-12_005780	chr_12	2688	
Ec-12_005790	chr_12	1612	
Ec-12_005800	chr_12	856	
Ec-12_005810	chr_12	5033	
Ec-12_005820	chr_12	2769	
Ec-12_005830	chr_12	3137	
Ec-12_005840	chr_12	1010	
Ec-12_005850	chr_12	3010	
Ec-12_005860	chr_12	7035	
Ec-12_005870	chr_12	679	
Ec-12_005880	chr_12	2788	
Ec-12_005890	chr_12	1913	
Ec-12_005900	chr_12	1364	
Ec-12_005910	chr_12	2567	
Ec-12_005920	chr_12	2419	
Ec-12_005940	chr_12	1242	
Ec-12_005950	chr_12	675	
Ec-12_005960	chr_12	1572	
Ec-12_005970	chr_12	2503	
Ec-12_005980	chr_12	3148	
Ec-12_005990	chr_12	1374	
Ec-12_006000	chr_12	1233	
Ec-12_006010	chr_12	1998	
Ec-12_006020	chr_12	1241	
Ec-12_006030	chr_12	1669	
Ec-12_006040	chr_12	4060	
Ec-12_006050	chr_12	1984	
Ec-12_006060	chr_12	1633	
Ec-12_006070	chr_12	2154	
Ec-12_006080	chr_12	2763	
Ec-12_006090	chr_12	1232	
Ec-12_006100	chr_12	3291	SBG-male
Ec-12_006110	chr_12	1056	
Ec-12_006120	chr_12	6218	
Ec-12_006140	chr_12	3619	
Ec-12_006150	chr_12	387	
Ec-12_006160	chr_12	2172	SBG-male
Ec-12_006170	chr_12	5470	
Ec-12_006180	chr_12	3052	
Ec-12_006190	chr_12	2067	
Ec-12_006200	chr_12	1377	
Ec-12_006210	chr_12	1404	
Ec-12_006220	chr_12	2285	
Ec-12_006230	chr_12	6414	
Ec-12_006240	chr_12	948	
Ec-12_006250	chr_12	2496	
Ec-12_006260	chr_12	1163	
Ec-12_006270	chr_12	1523	
Ec-12_006290	chr_12	1689	
Ec-12_006300	chr_12	1245	
Ec-12_006310	chr_12	1024	
Ec-12_006320	chr_12	2232	
Ec-12_006330	chr_12	2048	GBG-sporophyte
Ec-12_006350	chr_12	3247	
Ec-12_006360	chr_12	2954	
Ec-12_006370	chr_12	3634	
Ec-12_006380	chr_12	3614	
Ec-12_006390	chr_12	2375	
Ec-12_006400	chr_12	6855	
Ec-12_006410	chr_12	2392	
Ec-12_006420	chr_12	1684	
Ec-12_006430	chr_12	1181	
Ec-12_006440	chr_12	2454	
Ec-12_006450	chr_12	5084	
Ec-12_006460	chr_12	1807	
Ec-12_006470	chr_12	2058	
Ec-12_006480	chr_12	2150	
Ec-12_006490	chr_12	4061	
Ec-12_006500	chr_12	174	
Ec-12_006520	chr_12	723	
Ec-12_006530	chr_12	339	
Ec-12_006540	chr_12	2739	
Ec-12_006550	chr_12	792	
Ec-12_006560	chr_12	2184	
Ec-12_006570	chr_12	5232	
Ec-12_006580	chr_12	5970	
Ec-12_006590	chr_12	3459	
Ec-12_006600	chr_12	4551	
Ec-12_006610	chr_12	2816	
Ec-12_006620	chr_12	945	
Ec-12_006630	chr_12	5516	
Ec-12_006640	chr_12	1322	
Ec-12_006650	chr_12	1242	
Ec-12_006660	chr_12	993	GBG-gametophyte
Ec-12_006670	chr_12	1482	
Ec-12_006680	chr_12	2277	
Ec-12_006690	chr_12	1229	
Ec-12_006700	chr_12	2172	
Ec-12_006710	chr_12	2873	
Ec-12_006720	chr_12	1418	
Ec-12_006730	chr_12	988	
Ec-12_006740	chr_12	630	
Ec-12_006750	chr_12	912	
Ec-12_006760	chr_12	864	
Ec-12_006770	chr_12	6262	
Ec-12_006780	chr_12	5898	SBG-male
Ec-12_006790	chr_12	6357	
Ec-12_006800	chr_12	572	
Ec-12_006810	chr_12	3171	
Ec-12_006820	chr_12	5021	
Ec-12_006830	chr_12	3186	
Ec-12_006840	chr_12	1247	
Ec-12_006850	chr_12	3951	
Ec-12_006860	chr_12	1761	
Ec-12_006870	chr_12	2002	
Ec-12_006880	chr_12	2621	
Ec-12_006900	chr_12	3538	
Ec-12_006910	chr_12	2582	
Ec-12_006920	chr_12	2974	SBG-male
Ec-12_006930	chr_12	3051	
Ec-12_006940	chr_12	474	
Ec-12_006950	chr_12	2070	
Ec-12_006960	chr_12	4340	
Ec-12_006970	chr_12	857	
Ec-12_006980	chr_12	2953	
Ec-12_006990	chr_12	2988	GBG-gametophyte
Ec-12_007000	chr_12	4764	
Ec-12_007010	chr_12	1879	
Ec-12_007020	chr_12	597	
Ec-12_007030	chr_12	888	
Ec-12_007040	chr_12	1008	GBG-sporophyte
Ec-12_007050	chr_12	3260	
Ec-12_007060	chr_12	2621	
Ec-12_007070	chr_12	1373	
Ec-12_007080	chr_12	3523	
Ec-12_007090	chr_12	2565	
Ec-12_007100	chr_12	1008	
Ec-12_007110	chr_12	1286	
Ec-12_007120	chr_12	2285	
Ec-12_007130	chr_12	5705	
Ec-12_007140	chr_12	3436	
Ec-12_007150	chr_12	2012	
Ec-12_007160	chr_12	3168	
Ec-12_007170	chr_12	1774	
Ec-12_007180	chr_12	297	
Ec-12_007190	chr_12	369	
Ec-12_007200	chr_12	2101	
Ec-12_007210	chr_12	2281	
Ec-12_007220	chr_12	2196	
Ec-12_007230	chr_12	2671	
Ec-12_007240	chr_12	3180	
Ec-12_007250	chr_12	1378	
Ec-12_007260	chr_12	1323	
Ec-12_007270	chr_12	4668	
Ec-12_007280	chr_12	273	
Ec-12_007290	chr_12	366	
Ec-12_007300	chr_12	1545	
Ec-12_007310	chr_12	3279	
Ec-12_007320	chr_12	1473	
Ec-12_007330	chr_12	1794	
Ec-12_007340	chr_12	1178	
Ec-12_007350	chr_12	5454	
Ec-12_007360	chr_12	2018	
Ec-12_007370	chr_12	3961	
Ec-12_007380	chr_12	1552	
Ec-12_007390	chr_12	1653	
Ec-12_007400	chr_12	2282	
Ec-12_007410	chr_12	1203	
Ec-12_007420	chr_12	2038	
Ec-12_007440	chr_12	2399	
Ec-12_007450	chr_12	2792	
Ec-12_007460	chr_12	2090	
Ec-12_007470	chr_12	1101	
Ec-12_007480	chr_12	1884	
Ec-12_007490	chr_12	1527	
Ec-12_007500	chr_12	3415	
Ec-12_007510	chr_12	3327	
Ec-12_007530	chr_12	2122	
Ec-12_007540	chr_12	4527	
Ec-12_007550	chr_12	3062	
Ec-12_007560	chr_12	2499	
Ec-12_007570	chr_12	706	
Ec-12_007580	chr_12	1717	
Ec-12_007590	chr_12	1352	
Ec-12_007600	chr_12	2058	
Ec-12_007610	chr_12	390	
Ec-12_007620	chr_12	2496	
Ec-12_007630	chr_12	1667	
Ec-12_007640	chr_12	561	
Ec-12_007650	chr_12	705	
Ec-12_007660	chr_12	6214	SBG-male
Ec-12_007670	chr_12	2404	
Ec-12_007680	chr_12	812	
Ec-12_007690	chr_12	2333	GBG-sporophyte
Ec-12_007700	chr_12	2569	
Ec-12_007710	chr_12	1438	
Ec-12_007720	chr_12	3103	
Ec-12_007730	chr_12	2385	
Ec-12_007740	chr_12	2967	
Ec-12_007750	chr_12	2046	
Ec-12_007760	chr_12	2544	
Ec-12_007770	chr_12	3588	
Ec-12_007780	chr_12	730	
Ec-12_007790	chr_12	1605	
Ec-12_007800	chr_12	3424	
Ec-12_007810	chr_12	2624	
Ec-12_007820	chr_12	5766	
Ec-12_007830	chr_12	1980	
Ec-12_007840	chr_12	4792	
Ec-12_007850	chr_12	2354	
Ec-12_007860	chr_12	2650	
Ec-12_007870	chr_12	4903	
Ec-12_007880	chr_12	3722	
Ec-12_007890	chr_12	1635	
Ec-12_007900	chr_12	3431	
Ec-12_007920	chr_12	3315	
Ec-12_007930	chr_12	2177	
Ec-12_007940	chr_12	1721	
Ec-12_007950	chr_12	1749	
Ec-12_007960	chr_12	1918	
Ec-12_007970	chr_12	2091	
Ec-12_007980	chr_12	2820	
Ec-12_007990	chr_12	1116	
Ec-12_008000	chr_12	2400	
Ec-12_008010	chr_12	2074	
Ec-12_008020	chr_12	911	
Ec-12_008030	chr_12	2289	
Ec-12_008040	chr_12	3191	
Ec-12_008050	chr_12	2275	
Ec-12_008060	chr_12	7623	SBG-male
Ec-12_008070	chr_12	1776	
Ec-12_008080	chr_12	2234	
Ec-12_008100	chr_12	2412	
Ec-12_008110	chr_12	111	
Ec-12_008120	chr_12	4203	GBG-gametophyte
Ec-12_008140	chr_12	507	
Ec-12_008150	chr_12	3528	
Ec-12_008160	chr_12	5838	
Ec-12_008170	chr_12	2809	
Ec-12_008180	chr_12	1992	
Ec-12_008190	chr_12	5230	
Ec-12_008200	chr_12	3267	
Ec-12_008210	chr_12	2087	
Ec-12_008230	chr_12	741	
Ec-12_008240	chr_12	2786	
Ec-12_008250	chr_12	3521	
Ec-12_008260	chr_12	2350	
Ec-12_008270	chr_12	2893	
Ec-12_008280	chr_12	1611	SBG-male
Ec-12_008280	chr_12	1611	GBG-sporophyte
Ec-12_008290	chr_12	3231	
Ec-12_008300	chr_12	2441	
Ec-12_008310	chr_12	5209	
Ec-12_008320	chr_12	2923	
Ec-12_008330	chr_12	4151	
Ec-12_008340	chr_12	2249	
Ec-12_008350	chr_12	1121	
Ec-12_008360	chr_12	1264	
Ec-12_008370	chr_12	3807	
Ec-12_008380	chr_12	3072	
Ec-12_008390	chr_12	4930	
Ec-12_008400	chr_12	396	
Ec-12_008410	chr_12	1441	
Ec-12_008420	chr_12	2031	
Ec-12_008430	chr_12	3071	
Ec-12_008440	chr_12	4521	
Ec-12_008450	chr_12	2062	
Ec-12_008460	chr_12	5394	
Ec-12_008470	chr_12	4573	
Ec-12_008480	chr_12	1061	
Ec-12_008490	chr_12	886	
Ec-12_008500	chr_12	1653	
Ec-12_008510	chr_12	2132	
Ec-12_008520	chr_12	480	
Ec-12_008530	chr_12	2229	
Ec-12_008540	chr_12	369	
Ec-12_008550	chr_12	2511	
Ec-12_008560	chr_12	1531	
Ec-12_008570	chr_12	1948	
Ec-12_008580	chr_12	1596	
Ec-12_008590	chr_12	4625	
Ec-12_008600	chr_12	3784	
Ec-12_008610	chr_12	288	
Ec-12_008620	chr_12	1884	
Ec-12_008630	chr_12	2198	
Ec-12_008650	chr_12	3085	GBG-gametophyte
Ec-12_008660	chr_12	5317	
Ec-12_008670	chr_12	1566	
Ec-12_008680	chr_12	4301	
Ec-12_008690	chr_12	3653	
Ec-12_008700	chr_12	2217	
Ec-12_008710	chr_12	4140	
Ec-12_008720	chr_12	3868	
Ec-12_008730	chr_12	799	
Ec-12_008740	chr_12	600	
Ec-12_008750	chr_12	3284	
Ec-12_008760	chr_12	1681	
Ec-12_008770	chr_12	2390	
Ec-12_008780	chr_12	4541	
Ec-12_008790	chr_12	390	
Ec-12_008800	chr_12	2222	GBG-gametophyte
Ec-12_008810	chr_12	3955	
Ec-12_008820	chr_12	2173	
Ec-12_008830	chr_12	4239	SBG-male
Ec-12_008830	chr_12	4239	GBG-gametophyte
Ec-12_008840	chr_12	1518	
Ec-12_008850	chr_12	3102	
Ec-12_008860	chr_12	4153	
Ec-12_008870	chr_12	4372	SBG-male
Ec-12_008890	chr_12	1257	
Ec-12_008900	chr_12	481	
Ec-12_008910	chr_12	840	
Ec-12_008920	chr_12	3395	
Ec-12_008930	chr_12	1399	
Ec-12_008940	chr_12	1298	
Ec-12_008950	chr_12	3991	
Ec-12_008960	chr_12	3892	
Ec-12_008970	chr_12	4285	
Ec-12_008980	chr_12	4756	
Ec-12_008990	chr_12	1255	GBG-sporophyte
Ec-12_009000	chr_12	279	
Ec-12_009010	chr_12	3071	
Ec-12_009020	chr_12	791	SBG-female
Ec-12_009020	chr_12	791	GBG-gametophyte
Ec-12_009030	chr_12	736	
Ec-12_009040	chr_12	1630	
Ec-12_009050	chr_12	1785	GBG-gametophyte
Ec-12_009060	chr_12	371	GBG-gametophyte
Ec-12_009070	chr_12	1825	
Ec-12_009080	chr_12	1722	
Ec-12_009090	chr_12	5750	
Ec-12_009100	chr_12	2885	
Ec-12_009110	chr_12	2512	
Ec-12_009120	chr_12	198	
Ec-12_009130	chr_12	2227	GBG-sporophyte
Ec-12_009140	chr_12	3493	
Ec-12_009150	chr_12	2635	
Ec-12_009160	chr_12	902	
Ec-13_000010	chr_13	711	
Ec-13_000020	chr_13	665	
Ec-13_000030	chr_13	315	
Ec-13_000040	chr_13	240	
Ec-13_000060	chr_13	2119	
Ec-13_000070	chr_13	1041	
Ec-13_000080	chr_13	2352	
Ec-13_000090	chr_13	351	
Ec-13_000100	chr_13	654	
Ec-13_000110	chr_13	1006	
Ec-13_000120	chr_13	455	GBG-sporophyte
Ec-13_000130	chr_13	3887	GBG-sporophyte
Ec-13_000140	chr_13	1611	GBG-sporophyte
Ec-13_000150	chr_13	576	
Ec-13_000160	chr_13	884	
Ec-13_000170	chr_13	760	
Ec-13_000200	chr_13	440	GBG-gametophyte
Ec-13_000210	chr_13	174	
Ec-13_000220	chr_13	951	
Ec-13_000230	chr_13	2879	
Ec-13_000240	chr_13	1026	
Ec-13_000250	chr_13	4783	
Ec-13_000260	chr_13	2686	
Ec-13_000270	chr_13	1515	GBG-sporophyte
Ec-13_000290	chr_13	3600	
Ec-13_000300	chr_13	5490	
Ec-13_000310	chr_13	1663	
Ec-13_000320	chr_13	1010	
Ec-13_000330	chr_13	4138	GBG-gametophyte
Ec-13_000340	chr_13	2753	GBG-gametophyte
Ec-13_000350	chr_13	2635	GBG-gametophyte
Ec-13_000360	chr_13	765	
Ec-13_000370	chr_13	2170	GBG-gametophyte
Ec-13_000380	chr_13	1939	GBG-gametophyte
Ec-13_000390	chr_13	504	
Ec-13_000400	chr_13	4629	
Ec-13_000420	chr_13	911	
Ec-13_000430	chr_13	3556	
Ec-13_000440	chr_13	2231	
Ec-13_000450	chr_13	635	
Ec-13_000460	chr_13	2875	
Ec-13_000470	chr_13	1740	
Ec-13_000490	chr_13	738	
Ec-13_000500	chr_13	546	
Ec-13_000510	chr_13	2488	
Ec-13_000520	chr_13	738	
Ec-13_000530	chr_13	955	
Ec-13_000540	chr_13	2564	
Ec-13_000550	chr_13	811	
Ec-13_000560	chr_13	996	
Ec-13_000570	chr_13	1143	
Ec-13_000580	chr_13	687	
Ec-13_000590	chr_13	1231	
Ec-13_000600	chr_13	1092	
Ec-13_000610	chr_13	744	GBG-sporophyte
Ec-13_000620	chr_13	360	
Ec-13_000630	chr_13	609	
Ec-13_000640	chr_13	4292	
Ec-13_000650	chr_13	2148	
Ec-13_000660	chr_13	2522	
Ec-13_000670	chr_13	584	
Ec-13_000680	chr_13	495	
Ec-13_000690	chr_13	4778	
Ec-13_000700	chr_13	173	
Ec-13_000710	chr_13	4267	
Ec-13_000720	chr_13	999	
Ec-13_000730	chr_13	4827	
Ec-13_000740	chr_13	2687	
Ec-13_000750	chr_13	852	
Ec-13_000760	chr_13	2461	
Ec-13_000770	chr_13	495	GBG-gametophyte
Ec-13_000780	chr_13	283	
Ec-13_000790	chr_13	3945	GBG-gametophyte
Ec-13_000800	chr_13	501	GBG-sporophyte
Ec-13_000810	chr_13	573	GBG-sporophyte
Ec-13_000820	chr_13	633	
Ec-13_000830	chr_13	2814	
Ec-13_000840	chr_13	4137	
Ec-13_000850	chr_13	2524	
Ec-13_000880	chr_13	1842	
Ec-13_000890	chr_13	2643	
Ec-13_000900	chr_13	660	
Ec-13_000910	chr_13	1974	
Ec-13_000920	chr_13	927	
Ec-13_000930	chr_13	1211	
Ec-13_000940	chr_13	1944	
Ec-13_000950	chr_13	2539	
Ec-13_000960	chr_13	1698	
Ec-13_000970	chr_13	2614	
Ec-13_000990	chr_13	2755	
Ec-13_001000	chr_13	420	
Ec-13_001010	chr_13	1390	
Ec-13_001020	chr_13	621	
Ec-13_001030	chr_13	153	
Ec-13_001040	chr_13	468	
Ec-13_001050	chr_13	1365	
Ec-13_001060	chr_13	346	
Ec-13_001070	chr_13	2507	
Ec-13_001080	chr_13	420	
Ec-13_001090	chr_13	1668	GBG-sporophyte
Ec-13_001100	chr_13	1344	GBG-sporophyte
Ec-13_001110	chr_13	4240	
Ec-13_001120	chr_13	2985	
Ec-13_001130	chr_13	2063	
Ec-13_001140	chr_13	1121	GBG-gametophyte
Ec-13_001150	chr_13	622	
Ec-13_001160	chr_13	1130	GBG-gametophyte
Ec-13_001170	chr_13	2595	GBG-gametophyte
Ec-13_001180	chr_13	288	
Ec-13_001190	chr_13	652	
Ec-13_001200	chr_13	990	GBG-gametophyte
Ec-13_001210	chr_13	1569	
Ec-13_001220	chr_13	1140	
Ec-13_001230	chr_13	285	
Ec-13_001240	chr_13	563	
Ec-13_001250	chr_13	351	
Ec-13_001260	chr_13	491	
Ec-13_001270	chr_13	1125	
Ec-13_001280	chr_13	785	
Ec-13_001290	chr_13	561	
Ec-13_001300	chr_13	296	
Ec-13_001310	chr_13	566	
Ec-13_001320	chr_13	1677	
Ec-13_001350	chr_13	1645	
Ec-13_001360	chr_13	2456	
Ec-13_001370	chr_13	3232	SBG-male
Ec-13_001380	chr_13	4091	
Ec-13_001390	chr_13	2556	
Ec-13_001400	chr_13	4140	
Ec-13_001410	chr_13	4144	
Ec-13_001420	chr_13	1870	
Ec-13_001430	chr_13	3978	
Ec-13_001440	chr_13	501	
Ec-13_001450	chr_13	2479	GBG-sporophyte
Ec-13_001460	chr_13	1679	
Ec-13_001470	chr_13	3216	
Ec-13_001480	chr_13	5168	
Ec-13_001490	chr_13	1582	
Ec-13_001500	chr_13	288	
Ec-13_001520	chr_13	657	
Ec-13_001530	chr_13	276	
Ec-13_001540	chr_13	120	
Ec-13_001550	chr_13	2941	
Ec-13_001560	chr_13	1671	GBG-sporophyte
Ec-13_001570	chr_13	3409	
Ec-13_001580	chr_13	1201	
Ec-13_001590	chr_13	3748	SBG-male
Ec-13_001600	chr_13	975	
Ec-13_001610	chr_13	490	
Ec-13_001620	chr_13	1545	
Ec-13_001630	chr_13	2647	
Ec-13_001640	chr_13	2433	
Ec-13_001650	chr_13	2772	
Ec-13_001660	chr_13	561	
Ec-13_001670	chr_13	630	
Ec-13_001680	chr_13	1536	GBG-gametophyte
Ec-13_001690	chr_13	797	
Ec-13_001700	chr_13	1288	
Ec-13_001710	chr_13	3352	SDR-male
Ec-13_001720	chr_13	957	SDR-male
Ec-13_001730	chr_13	1310	SDR-male
Ec-13_001740	chr_13	531	SDR-male
Ec-13_001750	chr_13	1461	SDR-male
Ec-13_001750	chr_13	1461	GBG-gametophyte
Ec-13_001770	chr_13	4465	SDR-male
Ec-13_001780	chr_13	1341	SDR-male
Ec-13_001790	chr_13	2486	SDR-male
Ec-13_001800	chr_13	2571	SDR-male
Ec-13_001810	chr_13	1927	SDR-male
Ec-13_001820	chr_13	165	SDR-male
Ec-13_001830	chr_13	1828	SDR-male
Ec-13_001840	chr_13	3034	SDR-male
Ec-13_001860	chr_13	1113	SDR-male
Ec-13_001870	chr_13	132	SDR-male
Ec-13_001880	chr_13	307	SDR-male
Ec-13_001890	chr_13	2729	SDR-male
Ec-13_001890	chr_13	2729	GBG-sporophyte
Ec-13_001910	chr_13	1314	SDR-male
Ec-13_001920	chr_13	189	SDR-male
Ec-13_001930	chr_13	1156	SDR-male
Ec-13_001940	chr_13	1439	SDR-male
Ec-13_001950	chr_13	1795	SDR-male
Ec-13_001980	chr_13	1371	SDR-male
Ec-13_001990	chr_13	2124	SDR-male
Ec-13_002010	chr_13	1507	GBG-gametophyte
Ec-13_002030	chr_13	661	
Ec-13_002040	chr_13	219	SDR-male
Ec-13_002050	chr_13	180	
Ec-13_002060	chr_13	1388	SDR-male
Ec-13_002060	chr_13	1388	GBG-gametophyte
Ec-13_002070	chr_13	984	SDR-male
Ec-13_002090	chr_13	1002	SBG-female
Ec-13_002100	chr_13	3017	
Ec-13_002110	chr_13	5618	
Ec-13_002120	chr_13	2793	
Ec-13_002130	chr_13	372	
Ec-13_002140	chr_13	853	
Ec-13_002150	chr_13	595	
Ec-13_002160	chr_13	4036	
Ec-13_002170	chr_13	1991	
Ec-13_002180	chr_13	903	
Ec-13_002190	chr_13	1973	
Ec-13_002200	chr_13	799	
Ec-13_002210	chr_13	597	
Ec-13_002220	chr_13	2958	
Ec-13_002230	chr_13	2367	
Ec-13_002240	chr_13	2051	
Ec-13_002250	chr_13	315	
Ec-13_002260	chr_13	2607	
Ec-13_002270	chr_13	1783	
Ec-13_002280	chr_13	756	
Ec-13_002290	chr_13	3058	
Ec-13_002300	chr_13	2040	
Ec-13_002310	chr_13	1572	
Ec-13_002320	chr_13	2235	
Ec-13_002330	chr_13	1143	
Ec-13_002340	chr_13	2304	
Ec-13_002350	chr_13	1991	
Ec-13_002360	chr_13	1592	
Ec-13_002370	chr_13	504	
Ec-13_002380	chr_13	2241	
Ec-13_002390	chr_13	1440	
Ec-13_002400	chr_13	3073	
Ec-13_002420	chr_13	639	
Ec-13_002430	chr_13	1244	
Ec-13_002440	chr_13	212	
Ec-13_002450	chr_13	573	
Ec-13_002460	chr_13	456	
Ec-13_002470	chr_13	684	
Ec-13_002480	chr_13	1283	
Ec-13_002490	chr_13	957	
Ec-13_002500	chr_13	1187	
Ec-13_002510	chr_13	855	
Ec-13_002520	chr_13	1070	
Ec-13_002530	chr_13	1849	
Ec-13_002540	chr_13	1793	
Ec-13_002550	chr_13	1934	
Ec-13_002560	chr_13	1507	
Ec-13_002570	chr_13	728	
Ec-13_002580	chr_13	1560	
Ec-13_002590	chr_13	2440	SBG-male
Ec-13_002600	chr_13	1922	
Ec-13_002610	chr_13	1650	
Ec-13_002620	chr_13	2700	
Ec-13_002630	chr_13	3399	
Ec-13_002640	chr_13	1599	
Ec-13_002650	chr_13	3925	
Ec-13_002660	chr_13	1653	
Ec-13_002680	chr_13	339	
Ec-13_002690	chr_13	132	
Ec-13_002700	chr_13	1322	
Ec-13_002710	chr_13	2669	
Ec-13_002720	chr_13	2147	
Ec-13_002730	chr_13	249	
Ec-13_002740	chr_13	1127	
Ec-13_002750	chr_13	1890	SBG-female
Ec-13_002760	chr_13	2559	
Ec-13_002770	chr_13	1281	
Ec-13_002780	chr_13	2401	
Ec-13_002790	chr_13	580	
Ec-13_002800	chr_13	192	
Ec-13_002810	chr_13	3035	
Ec-13_002830	chr_13	1848	
Ec-13_002840	chr_13	159	
Ec-13_002850	chr_13	609	
Ec-13_002860	chr_13	1930	
Ec-13_002870	chr_13	2395	
Ec-13_002880	chr_13	255	
Ec-13_002890	chr_13	1737	
Ec-13_002900	chr_13	850	
Ec-13_002910	chr_13	3496	SBG-male
Ec-13_002920	chr_13	420	
Ec-13_002930	chr_13	3170	
Ec-13_002940	chr_13	1416	
Ec-13_002950	chr_13	2198	
Ec-13_002960	chr_13	2273	
Ec-13_002970	chr_13	1503	
Ec-13_002980	chr_13	3203	
Ec-13_002990	chr_13	2510	
Ec-13_003000	chr_13	195	
Ec-13_003010	chr_13	1386	
Ec-13_003020	chr_13	531	
Ec-13_003030	chr_13	3558	SBG-female
Ec-13_003040	chr_13	2174	GBG-sporophyte
Ec-13_003050	chr_13	2309	
Ec-13_003060	chr_13	4775	GBG-sporophyte
Ec-13_003070	chr_13	3398	
Ec-13_003080	chr_13	1359	
Ec-13_003090	chr_13	273	
Ec-13_003100	chr_13	786	
Ec-13_003110	chr_13	535	
Ec-13_003120	chr_13	510	
Ec-13_003130	chr_13	1870	
Ec-13_003140	chr_13	930	
Ec-13_003150	chr_13	713	
Ec-13_003160	chr_13	2316	
Ec-13_003170	chr_13	3296	GBG-gametophyte
Ec-13_003180	chr_13	1485	
Ec-13_003190	chr_13	2801	
Ec-13_003200	chr_13	1554	
Ec-13_003210	chr_13	1957	
Ec-13_003220	chr_13	1879	GBG-sporophyte
Ec-13_003230	chr_13	3905	GBG-sporophyte
Ec-13_003240	chr_13	2526	GBG-sporophyte
Ec-13_003250	chr_13	497	GBG-sporophyte
Ec-13_003260	chr_13	807	GBG-sporophyte
Ec-13_003270	chr_13	308	
Ec-13_003280	chr_13	1375	
Ec-13_003290	chr_13	345	
